 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"316630 SERICITA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316640 SERITINGA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"316650 SERRA AZUL DE MINAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316670 SERRA DOS AIMORES";-;-;-;-;10;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"316680 SERRA DO SALITRE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316690 SERRANIA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;10
"316695 SERRANOPOLIS DE MINAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316710 SERRO";-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;18
"316720 SETE LAGOAS";-;1;-;-;98;28;4;2;-;-;-;3;6;-;10;8;5;-;-;-;2;-;-;10;2;-;-;179
"316730 SILVEIRANIA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;5
"316740 SILVIANOPOLIS";-;-;-;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316750 SIMAO PEREIRA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316760 SIMONESIA";-;-;-;1;7;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;13
"316770 SOBRALIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"316780 SOLEDADE DE MINAS";-;-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316790 TABULEIRO";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316800 TAIOBEIRAS";-;-;-;-;24;-;1;-;-;-;-;2;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;30
"316805 TAPARUBA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316810 TAPIRA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316820 TAPIRAI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316830 TAQUARACU DE MINAS";-;-;-;1;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"316840 TARUMIRIM";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"316850 TEIXEIRAS";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"316860 TEOFILO OTONI";-;-;-;-;86;13;3;3;-;-;-;3;7;-;1;3;3;-;-;-;2;-;-;2;1;-;-;127
"316870 TIMOTEO";-;-;-;-;37;7;5;-;-;-;-;-;-;-;1;-;1;-;-;-;3;-;-;5;-;-;1;60
"316880 TIRADENTES";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"316890 TIROS";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316900 TOCANTINS";-;-;-;-;21;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;2;-;-;-;27
"316905 TOCOS DO MOJI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316910 TOLEDO";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"316920 TOMBOS";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;9
"316930 TRES CORACOES";-;-;-;-;75;3;4;2;-;-;-;2;-;-;1;2;-;-;-;-;-;-;-;8;-;-;-;97
"316935 TRES MARIAS";-;-;-;-;25;1;3;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;32
"316940 TRES PONTAS";-;-;-;-;54;-;7;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;5;-;-;-;70
"316950 TUMIRITINGA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"316960 TUPACIGUARA";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;12
"316970 TURMALINA";-;-;-;-;8;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;12
"316980 TURVOLANDIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316990 UBA";-;-;-;-;93;8;10;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;6;1;-;-;121
"317000 UBAI";-;-;-;-;12;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;16
"317005 UBAPORANGA";-;-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"317010 UBERABA";-;-;-;9;220;57;3;2;-;-;-;3;-;-;11;7;5;1;-;-;13;1;-;22;1;-;-;355
"317020 UBERLANDIA";-;-;-;4;451;30;14;3;-;-;-;5;1;-;11;9;6;1;-;-;6;1;-;18;3;-;1;564
"317030 UMBURATIBA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317040 UNAI";-;-;-;-;34;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"317043 UNIAO DE MINAS";-;-;-;-;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"317050 URUCANIA";-;-;-;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"317052 URUCUIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317057 VARGEM ALEGRE";-;-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"317070 VARGINHA";-;-;-;-;72;10;-;3;-;-;-;3;1;-;4;1;1;-;-;-;1;-;-;5;-;-;-;101
"317075 VARJAO DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"317080 VARZEA DA PALMA";-;-;-;-;22;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;28
"317090 VARZELANDIA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;8
"317100 VAZANTE";-;-;-;-;9;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"317103 VERDELANDIA";-;-;-;-;7;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"317107 VEREDINHA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"317110 VERISSIMO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317115 VERMELHO NOVO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"317120 VESPASIANO";-;-;-;-;68;8;2;-;-;-;-;2;-;-;2;3;-;2;-;-;-;-;-;3;1;-;-;91
"317130 VICOSA";-;-;-;1;33;10;1;1;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;1;1;-;-;52
"317140 VIEIRAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"317150 MATHIAS LOBATO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"317160 VIRGEM DA LAPA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"317170 VIRGINIA";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"317180 VIRGINOPOLIS";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"317190 VIRGOLANDIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"317200 VISCONDE DO RIO BRANCO";-;-;-;-;54;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"317210 VOLTA GRANDE";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"317220 WENCESLAU BRAZ";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"320010 AFONSO CLAUDIO";-;-;-;3;15;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;22
"320013 AGUIA BRANCA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;8
"320016 AGUA DOCE DO NORTE";-;-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"320020 ALEGRE";-;-;-;1;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;18
"320030 ALFREDO CHAVES";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"320035 ALTO RIO NOVO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"320040 ANCHIETA";-;-;-;-;31;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;1;-;-;-;37
"320050 APIACA";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"320060 ARACRUZ";-;-;-;4;51;12;1;1;-;-;-;1;1;-;-;2;1;-;-;-;1;-;-;2;-;-;-;77
"320070 ATILIO VIVACQUA";-;-;-;1;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"320080 BAIXO GUANDU";-;-;-;-;13;2;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;19
"320090 BARRA DE SAO FRANCISCO";-;-;-;-;36;1;2;1;-;-;-;1;1;-;-;1;2;-;-;1;-;-;-;-;-;-;-;46
"320100 BOA ESPERANCA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"320110 BOM JESUS DO NORTE";-;-;-;1;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"320115 BREJETUBA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320120 CACHOEIRO DE ITAPEMIRIM";-;-;-;3;108;24;6;-;-;-;-;1;4;-;-;2;-;2;-;5;3;-;-;8;-;-;-;166
"320130 CARIACICA";-;-;-;12;160;45;5;1;-;-;-;1;-;-;5;2;3;-;-;-;1;2;-;9;2;-;1;249
"320140 CASTELO";-;-;-;-;28;4;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;37
"320150 COLATINA";-;-;-;6;46;13;-;-;-;-;-;2;4;-;2;5;3;-;-;-;-;-;-;2;-;-;1;84
"320160 CONCEICAO DA BARRA";-;-;-;-;19;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;23
"320170 CONCEICAO DO CASTELO";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"320180 DIVINO DE SAO LOURENCO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"320190 DOMINGOS MARTINS";-;-;-;-;16;5;2;-;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;28
"320200 DORES DO RIO PRETO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320210 ECOPORANGA";-;-;-;-;16;2;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;22
"320220 FUNDAO";-;-;-;-;12;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;16
"320225 GOVERNADOR LINDENBERG";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"320230 GUACUI";-;-;-;1;32;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;37
"320240 GUARAPARI";-;-;-;2;61;12;2;-;-;-;-;-;-;-;3;3;3;-;-;-;-;1;-;2;-;-;-;89
"320245 IBATIBA";-;-;-;1;18;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;22
"320250 IBIRACU";-;-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"320255 IBITIRAMA";-;-;-;-;6;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;10
"320260 ICONHA";-;-;-;-;10;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;17
"320265 IRUPI";-;-;-;2;12;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;17
"320270 ITAGUACU";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"320280 ITAPEMIRIM";-;-;-;-;34;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;41
"320290 ITARANA";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;10
"320300 IUNA";-;-;-;-;17;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;22
"320305 JAGUARE";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;11
"320310 JERONIMO MONTEIRO";-;-;-;1;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;18
"320313 JOAO NEIVA";-;-;-;1;6;-;-;1;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;13
"320316 LARANJA DA TERRA";-;-;-;-;9;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;14
"320320 LINHARES";-;-;-;-;94;22;3;1;-;-;-;-;-;-;2;6;2;-;-;1;9;1;-;8;2;-;-;151
"320330 MANTENOPOLIS";-;-;-;-;6;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;10
"320332 MARATAIZES";-;-;-;1;32;5;2;-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;44
"320334 MARECHAL FLORIANO";-;-;-;1;12;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"320335 MARILANDIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;5
"320340 MIMOSO DO SUL";-;-;-;-;25;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;30
"320350 MONTANHA";-;-;-;-;10;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"320360 MUCURICI";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"320370 MUNIZ FREIRE";-;-;-;-;9;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"320380 MUQUI";-;-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"320390 NOVA VENECIA";-;-;-;-;30;4;2;-;-;-;-;2;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;41
"320400 PANCAS";-;-;-;-;6;3;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;13
"320405 PEDRO CANARIO";-;-;-;-;17;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;21
"320410 PINHEIROS";-;-;-;-;12;1;2;-;-;-;-;-;-;-;-;1;1;1;-;-;1;1;-;-;-;-;-;20
"320420 PIUMA";-;-;-;1;18;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3;-;-;-;26
"320425 PONTO BELO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"320430 PRESIDENTE KENNEDY";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;7
"320435 RIO BANANAL";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;12
"320440 RIO NOVO DO SUL";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;6
"320450 SANTA LEOPOLDINA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"320455 SANTA MARIA DE JETIBA";-;-;-;1;17;3;4;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;-;1;-;-;-;31
"320460 SANTA TERESA";-;-;-;-;15;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;20
"320465 SAO DOMINGOS DO NORTE";-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"320470 SAO GABRIEL DA PALHA";-;-;-;2;20;6;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3;-;-;-;34
"320480 SAO JOSE DO CALCADO";-;-;-;3;21;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;28
"320490 SAO MATEUS";-;-;-;1;66;11;3;-;-;-;-;1;1;-;1;2;-;1;-;-;-;-;-;4;-;-;-;91
"320495 SAO ROQUE DO CANAA";-;-;-;1;6;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;10
"320500 SERRA";-;-;-;7;206;42;1;1;-;-;-;1;-;-;7;5;6;-;-;-;4;5;-;13;1;-;-;299
"320501 SOORETAMA";-;-;-;-;16;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;21
"320503 VARGEM ALTA";-;-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"320506 VENDA NOVA DO IMIGRANTE";-;-;-;1;15;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"320510 VIANA";-;-;-;-;32;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;39
"320515 VILA PAVAO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"320517 VILA VALERIO";-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"320520 VILA VELHA";-;-;-;8;187;52;1;1;-;-;-;4;1;-;8;5;4;1;-;1;7;1;-;5;2;-;1;289
"320530 VITORIA";-;-;-;4;120;39;4;4;-;-;-;2;-;-;3;3;4;-;-;1;1;-;-;8;4;-;1;198
"330010 ANGRA DOS REIS";-;-;-;1;152;6;1;2;-;-;-;1;5;-;1;4;-;-;-;-;-;-;-;3;-;-;-;176
"330015 APERIBE";-;-;-;-;13;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;17
"330020 ARARUAMA";-;-;-;-;41;5;1;1;-;-;-;5;1;-;1;2;1;-;-;-;-;-;-;1;-;-;-;59
"330022 AREAL";-;-;-;-;12;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;17
"330023 ARMACAO DOS BUZIOS";-;-;-;-;36;5;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"330025 ARRAIAL DO CABO";-;-;-;-;27;5;1;1;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;38
"330030 BARRA DO PIRAI";-;-;-;2;136;5;9;-;-;1;-;2;-;-;3;3;-;1;-;-;-;-;-;-;-;-;-;162
"330040 BARRA MANSA";-;-;-;16;204;19;6;2;-;-;-;2;11;-;5;1;3;1;-;-;1;-;-;11;2;-;-;284
"330045 BELFORD ROXO";-;-;-;18;266;30;4;6;-;-;-;3;1;-;4;8;6;3;-;-;-;-;-;10;2;-;-;361
"330050 BOM JARDIM";-;-;-;1;26;1;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;33
"330060 BOM JESUS DO ITABAPOANA";-;-;-;-;48;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;54
"330070 CABO FRIO";-;-;-;-;111;19;7;4;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;5;2;-;-;153
"330080 CACHOEIRAS DE MACACU";-;-;-;-;29;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;32
"330090 CAMBUCI";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;8
"330093 CARAPEBUS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"330095 COMENDADOR LEVY GASPARIAN";-;-;-;-;6;2;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"330100 CAMPOS DOS GOYTACAZES";-;1;-;-;352;57;11;4;-;-;-;14;7;-;11;8;8;3;-;1;10;-;-;21;1;-;1;510
"330110 CANTAGALO";-;-;-;-;23;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;26
"330115 CARDOSO MOREIRA";-;-;-;-;11;2;-;-;-;-;-;-;-;-;3;-;-;-;-;-;2;-;-;2;-;-;-;20
"330120 CARMO";-;-;-;-;23;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"330130 CASIMIRO DE ABREU";-;-;-;-;48;3;3;-;-;-;-;-;-;-;1;3;-;-;-;-;1;-;-;1;-;-;-;60
"330140 CONCEICAO DE MACABU";-;-;-;-;23;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"330150 CORDEIRO";-;-;-;-;27;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"330160 DUAS BARRAS";-;-;-;-;7;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;12
"330170 DUQUE DE CAXIAS";-;-;-;2;804;55;23;5;-;-;-;3;1;-;2;6;7;1;-;-;3;1;-;30;-;1;-;944
"330180 ENGENHEIRO PAULO DE FRONTIN";-;-;-;-;18;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"330185 GUAPIMIRIM";-;-;-;-;59;8;4;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;75
"330187 IGUABA GRANDE";-;-;-;-;8;2;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13
"330190 ITABORAI";-;-;-;3;225;12;3;2;-;-;-;2;-;-;1;5;3;1;-;-;1;-;-;10;1;-;-;269
"330200 ITAGUAI";-;-;-;-;88;3;2;3;-;-;-;-;1;-;1;5;-;-;-;-;1;-;-;1;-;-;-;105
"330205 ITALVA";-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;2;1;-;-;12
"330210 ITAOCARA";-;-;-;-;41;2;4;1;-;-;-;2;-;-;1;-;-;-;-;-;1;-;-;3;-;-;-;55
"330220 ITAPERUNA";-;1;-;-;58;11;1;2;-;-;-;1;-;-;2;4;2;-;-;-;4;-;-;9;-;-;-;95
"330225 ITATIAIA";-;-;-;-;19;-;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;26
"330227 JAPERI";-;-;-;-;25;7;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;3;-;-;-;39
"330230 LAJE DO MURIAE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"330240 MACAE";1;-;-;2;115;23;3;2;-;-;-;8;3;-;4;8;4;-;-;-;2;-;-;4;-;-;-;179
"330245 MACUCO";-;-;-;-;13;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"330250 MAGE";-;-;-;-;193;10;4;-;-;-;-;1;-;-;1;3;-;-;-;-;2;1;-;3;-;-;-;218
"330260 MANGARATIBA";1;-;-;1;48;2;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;2;-;1;-;-;-;58
"330270 MARICA";-;-;-;1;218;16;12;1;-;-;-;1;1;-;-;8;1;-;-;-;6;2;-;8;1;-;-;276
"330280 MENDES";-;-;-;-;16;2;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;22
"330285 MESQUITA";-;-;-;-;75;9;4;2;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;6;-;-;-;99
"330290 MIGUEL PEREIRA";-;-;-;-;44;6;2;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;56
