 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"220580 LUZILANDIA";...;...;...;1,0;5,8;9,7;2,3;-;1,4;2,0;...;...;22,0;9,5;25,7;2,4;3,7;3,4;...;2,1;7,0;...;...;7,3;1,0;...;...;...;...;4,7
"220585 MADEIRO";...;...;...;2,0;4,8;6,0;4,5;...;1,6;...;...;...;...;...;...;4,0;...;3,0;...;2,5;...;...;...;10,3;6,0;...;...;...;...;3,8
"220590 MANOEL EMIDIO";...;...;...;...;8,3;10,0;...;7,0;1,0;...;...;...;...;...;12,0;...;5,4;...;...;1,4;...;...;...;4,5;...;...;...;...;...;6,1
"220595 MARCOLANDIA";...;...;...;...;5,4;...;3,0;2,0;1,4;...;...;10,5;6,0;...;7,0;2,5;5,6;...;...;2,2;...;...;...;4,5;...;...;...;...;...;4,7
"220600 MARCOS PARENTE";...;...;...;1,0;4,2;...;7,0;1,5;1,1;...;...;...;...;...;2,0;2,0;4,2;3,0;...;2,0;...;...;...;5,5;2,0;...;...;...;...;3,1
"220605 MASSAPE DO PIAUI";...;...;...;...;2,4;2,0;5,0;4,0;1,0;...;...;...;...;...;...;1,6;4,0;1,3;...;2,0;...;...;...;6,0;...;...;...;...;...;2,2
"220610 MATIAS OLIMPIO";...;...;...;2,0;5,8;...;4,5;3,3;1,5;...;...;...;...;...;...;3,2;3,2;8,0;...;2,3;...;6,3;...;...;2,0;...;...;...;...;3,9
"220620 MIGUEL ALVES";30,0;...;...;1,3;5,6;6,3;3,3;4,8;1,8;3,5;...;...;2,0;4,5;7,0;...;4,0;4,6;...;3,1;8,3;6,1;...;13,3;...;...;...;...;...;4,8
"220630 MIGUEL LEAO";...;...;...;...;8,0;...;...;...;1,0;...;...;...;...;...;...;...;4,0;...;...;2,0;...;...;...;...;...;...;...;...;...;6,1
"220635 MILTON BRANDAO";...;...;...;3,2;6,3;30,0;...;...;1,9;5,0;...;...;...;...;...;3,7;2,0;...;...;2,0;...;4,5;...;3,3;...;...;...;...;...;4,7
"220640 MONSENHOR GIL";...;...;...;1,5;7,0;...;16,5;...;1,3;...;...;7,0;1,0;...;12,0;4,6;4,3;5,0;...;3,4;24,0;...;...;3,7;...;...;...;...;...;5,3
"220650 MONSENHOR HIPOLITO";...;...;...;...;3,8;2,5;3,3;4,3;2,2;...;...;...;...;...;8,7;2,6;4,3;2,0;...;3,1;4,0;...;...;1,0;1,0;...;...;...;...;3,5
"220660 MONTE ALEGRE DO PIAUI";...;...;...;2,0;7,7;...;5,0;3,0;1,5;...;...;3,0;...;...;...;2,0;5,3;3,0;...;2,8;...;...;...;...;3,0;...;...;...;...;4,7
"220665 MORRO CABECA NO TEMPO";...;...;...;...;5,2;3,0;...;2,0;1,4;...;...;4,0;...;...;...;...;4,0;2,0;...;2,1;...;...;...;3,0;...;...;...;...;...;3,8
"220667 MORRO DO CHAPEU DO PIAUI";...;...;...;11,0;4,2;15,0;7,0;...;1,0;...;...;...;...;...;...;2,0;2,0;2,5;...;2,6;...;...;...;...;...;...;...;...;...;3,6
"220669 MURICI DOS PORTELAS";...;...;...;4,3;5,8;...;...;...;1,6;...;...;...;...;...;...;2,7;7,0;...;...;2,6;...;...;...;4,5;...;...;...;...;...;3,6
"220670 NAZARE DO PIAUI";...;...;...;1,0;5,8;13,5;2,5;2,0;1,7;...;...;...;1,0;...;5,5;3,7;3,4;2,0;...;2,5;12,0;1,0;...;8,6;...;...;...;...;...;4,5
"220672 NAZARIA";...;...;...;1,0;11,3;7,0;6,5;2,0;1,5;...;...;...;7,0;1,0;...;5,0;3,3;2,3;...;2,9;...;1,5;...;3,5;...;...;...;...;...;6,2
"220675 NOSSA SENHORA DE NAZARE";...;...;...;...;5,2;...;...;...;1,2;...;...;...;...;1,0;4,0;...;3,1;...;...;2,5;...;...;...;4,0;...;...;...;...;...;4,1
"220680 NOSSA SENHORA DOS REMEDIOS";...;...;...;-;7,9;...;19,5;4,5;1,6;...;...;20,0;13,5;...;10,0;3,3;9,1;4,0;...;2,2;16,0;1,0;...;5,0;...;...;...;...;...;5,9
"220690 NOVO ORIENTE DO PIAUI";...;...;...;...;5,2;3,6;6,7;2,3;1,0;...;...;...;...;...;2,3;1,0;4,2;3,7;...;2,0;...;...;...;...;1,0;...;...;...;...;3,8
"220695 NOVO SANTO ANTONIO";...;...;...;1,0;9,2;...;...;1,0;1,9;...;...;...;...;...;1,5;...;3,2;...;...;2,0;...;...;...;22,0;...;...;...;...;...;5,1
"220700 OEIRAS";8,0;...;...;0,5;4,2;8,9;4,9;4,2;1,2;...;...;7,0;2,0;1,5;2,8;2,8;4,0;3,6;...;2,2;10,3;13,0;...;5,8;2,0;...;...;...;...;3,8
"220710 OLHO D'AGUA DO PIAUI";...;...;...;...;2,2;...;...;4,0;1,0;...;...;...;...;...;...;4,0;2,0;...;...;3,0;5,0;...;...;...;...;...;...;...;...;2,6
"220720 PADRE MARCOS";...;...;...;...;4,8;5,0;...;2,0;7,8;...;...;...;...;...;5,0;2,0;5,0;...;...;1,8;...;...;...;...;...;...;...;...;...;4,7
"220730 PAES LANDIM";...;...;...;0,5;9,3;...;...;6,0;2,9;...;...;...;...;...;...;1,6;3,7;2,0;...;3,1;15,0;...;...;...;...;...;...;...;...;5,1
"220735 PAJEU DO PIAUI";...;...;...;...;4,6;...;...;8,0;1,0;...;...;...;...;...;8,0;2,0;2,5;2,0;...;2,3;...;...;...;6,0;...;...;...;...;...;3,9
"220740 PALMEIRA DO PIAUI";...;...;...;1,0;5,7;6,0;...;...;1,0;...;...;...;...;...;...;2,6;1,0;2,0;...;2,1;...;...;...;14,4;...;...;...;...;...;4,8
"220750 PALMEIRAIS";...;...;...;1,0;8,1;4,3;11,0;3,3;1,7;4,5;...;20,0;5,0;...;4,0;2,5;4,2;1,3;...;2,7;3,0;7,0;...;2,0;...;...;...;...;...;5,2
"220755 PAQUETA";...;...;...;...;5,3;...;...;...;2,7;...;...;...;...;...;1,5;5,0;...;1,3;...;2,0;...;...;...;3,0;...;...;...;...;...;3,1
"220760 PARNAGUA";...;...;...;...;3,1;...;4,7;3,0;2,9;...;...;...;4,0;...;...;6,0;5,6;3,5;...;9,3;...;...;...;4,0;...;...;...;...;...;3,4
"220770 PARNAIBA";...;...;...;5,4;10,4;10,8;5,9;6,6;1,8;1,7;...;19,0;8,8;1,8;9,9;5,2;7,4;4,1;7,0;2,8;8,9;3,7;...;6,7;1,9;...;...;...;...;7,5
"220775 PASSAGEM FRANCA DO PIAUI";...;...;...;...;10,0;...;...;...;1,7;...;...;2,0;...;...;...;2,0;3,3;...;...;3,5;...;6,5;...;13,7;...;...;...;...;...;6,3
"220777 PATOS DO PIAUI";...;...;...;...;8,7;5,8;...;...;1,7;...;...;...;...;...;...;3,0;3,0;2,0;...;5,0;...;...;...;...;...;...;...;...;...;6,7
"220779 PAU D'ARCO DO PIAUI";...;...;...;...;4,6;7,5;...;...;2,0;...;...;...;...;...;...;...;...;...;...;3,3;...;...;...;...;...;...;...;...;...;3,6
"220780 PAULISTANA";...;...;...;1,0;4,9;12,0;3,0;2,8;1,6;1,0;...;...;...;...;1,0;1,8;5,7;2,2;...;1,8;11,0;...;...;10,1;1,0;...;...;...;...;3,9
"220785 PAVUSSU";11,0;...;...;4,0;4,1;12,8;4,0;...;1,0;...;...;2,0;...;...;6,0;1,0;3,6;2,0;...;2,5;...;...;...;5,5;...;...;...;...;...;5,2
"220790 PEDRO II";...;...;...;0,8;5,9;13,0;5,8;7,0;2,0;5,0;...;6,0;2,0;1,0;8,5;3,8;5,0;3,1;...;2,2;...;2,4;...;5,6;...;...;-;...;...;4,5
"220793 PEDRO LAURENTINO";...;...;...;...;4,2;...;...;3,0;1,0;...;...;...;...;...;...;3,0;2,8;1,0;...;1,3;...;...;...;4,0;...;...;...;...;...;3,1
"220795 NOVA SANTA RITA";...;...;...;...;4,9;...;...;3,0;1,5;...;...;...;4,0;...;3,0;1,0;2,5;2,3;...;2,3;7,5;...;...;3,7;...;...;...;...;...;3,4
"220800 PICOS";...;...;...;3,0;6,0;5,8;7,6;4,8;1,6;10,0;...;4,0;...;1,0;7,4;3,7;5,6;3,2;...;2,6;11,8;6,3;...;7,3;3,0;...;...;...;13,3;5,2
"220810 PIMENTEIRAS";...;...;...;...;6,0;2,0;7,7;1,0;1,6;0,7;...;...;...;...;2,0;3,6;3,8;3,0;1,0;2,6;...;...;...;11,3;...;...;...;...;...;4,5
"220820 PIO IX";...;...;...;...;6,4;8,1;4,5;2,5;1,5;2,0;...;8,8;1,0;...;6,3;2,9;5,1;1,5;...;2,6;5,0;...;...;9,5;1,5;...;...;...;...;5,0
"220830 PIRACURUCA";...;...;...;5,7;10,5;2,5;4,0;...;1,1;...;...;...;1,5;...;2,0;2,4;4,4;1,5;...;1,7;...;12,7;2,0;5,6;2,0;...;...;...;...;5,1
"220840 PIRIPIRI";...;...;...;5,2;8,4;7,5;8,8;6,3;1,3;...;...;4,8;4,0;5,0;10,3;5,0;5,9;3,4;16,0;2,6;8,3;3,7;...;9,4;1,3;...;...;...;...;5,6
"220850 PORTO";...;...;...;2,0;5,7;3,6;1,7;31,0;1,6;2,0;3,0;16,0;6,5;1,0;6,0;5,7;4,1;1,6;...;2,4;5,0;10,5;...;10,3;...;...;...;...;...;4,7
"220855 PORTO ALEGRE DO PIAUI";...;...;...;...;8,1;...;...;...;1,0;...;...;...;...;...;...;...;3,0;...;...;2,5;...;...;...;2,0;...;...;...;...;...;5,8
"220860 PRATA DO PIAUI";...;...;...;...;7,6;...;2,5;6,0;1,3;...;...;...;...;...;9,0;3,0;2,7;...;...;2,4;...;...;...;4,5;...;...;...;...;...;3,8
"220865 QUEIMADA NOVA";...;...;...;...;6,6;...;...;...;1,5;11,0;...;...;...;...;5,0;1,8;4,3;2,3;...;2,3;11,0;3,0;...;4,0;1,0;...;...;...;...;4,2
"220870 REDENCAO DO GURGUEIA";...;...;...;2,8;5,2;4,0;...;3,0;1,4;...;...;12,5;...;...;11,0;2,0;7,8;1,0;...;2,5;...;...;...;4,0;2,0;...;...;...;...;4,1
"220880 REGENERACAO";6,0;...;...;0,3;4,9;11,0;4,5;2,9;1,6;11,0;...;1,0;...;...;2,0;3,0;4,9;3,0;1,0;3,8;1,0;4,5;...;3,3;...;...;...;...;...;3,6
"220885 RIACHO FRIO";...;...;...;...;8,6;...;...;...;1,0;...;...;...;...;...;2,0;3,5;4,0;...;...;2,0;7,0;...;...;9,0;...;...;...;...;...;5,0
"220887 RIBEIRA DO PIAUI";...;...;...;...;3,3;4,0;7,0;4,0;1,6;...;...;...;...;...;...;4,3;3,3;2,0;...;2,0;8,0;...;...;5,7;...;...;...;...;...;3,3
"220890 RIBEIRO GONCALVES";...;...;...;...;3,4;4,0;2,0;...;1,0;1,0;...;...;...;...;1,0;6,0;4,3;...;...;3,0;...;...;...;...;...;...;...;...;...;3,5
"220900 RIO GRANDE DO PIAUI";...;...;...;0,7;5,5;...;...;...;1,0;...;...;...;...;...;...;8,0;3,0;11,0;...;1,8;...;...;...;8,5;3,0;...;...;...;...;4,1
"220910 SANTA CRUZ DO PIAUI";...;...;...;...;5,0;6,5;...;1,0;1,3;...;...;...;...;...;2,0;2,0;4,4;1,0;...;2,3;...;...;...;2,0;...;...;...;...;...;4,1
"220915 SANTA CRUZ DOS MILAGRES";...;...;...;...;8,5;4,0;...;2,0;2,0;...;...;...;...;...;2,5;1,0;3,0;...;...;1,7;6,0;14,0;...;6,0;1,0;...;...;...;...;3,8
"220920 SANTA FILOMENA";...;...;...;...;4,2;...;...;...;...;...;...;...;...;...;...;4,0;4,3;...;...;5,0;...;...;...;3,3;1,0;...;...;...;...;4,0
"220930 SANTA LUZ";...;...;...;1,0;4,4;...;2,0;4,0;1,3;...;...;...;...;...;...;1,8;1,0;3,0;...;2,6;...;...;...;...;...;...;...;...;30,0;4,6
"220935 SANTANA DO PIAUI";...;...;...;...;4,0;...;...;12,0;1,0;...;...;...;...;...;...;4,8;9,0;...;...;2,8;...;...;...;10,0;...;...;...;...;...;5,2
"220937 SANTA ROSA DO PIAUI";...;...;...;0,5;6,9;...;15,0;...;1,1;...;...;...;...;...;...;15,0;3,3;...;...;2,7;...;...;...;19,0;...;...;1,0;...;...;5,3
"220940 SANTO ANTONIO DE LISBOA";...;...;...;...;5,5;16,0;...;2,5;...;...;...;9,0;...;...;...;1,3;6,6;5,0;...;3,4;...;...;...;6,0;...;...;...;...;...;4,9
"220945 SANTO ANTONIO DOS MILAGRES";...;...;...;0,5;3,9;...;...;...;3,8;...;...;...;...;...;...;...;1,0;...;...;3,0;...;...;...;...;...;...;...;...;...;3,2
"220950 SANTO INACIO DO PIAUI";...;...;...;...;7,6;...;...;9,0;1,3;...;...;11,0;12,0;...;...;10,0;3,7;1,3;...;4,1;...;10,0;...;6,0;...;...;...;...;...;5,9
"220955 SAO BRAZ DO PIAUI";...;...;...;...;3,1;...;2,0;6,0;1,0;1,0;...;...;...;...;...;...;7,6;2,0;...;2,1;21,0;...;...;9,0;...;...;...;...;...;3,5
"220960 SAO FELIX DO PIAUI";...;...;...;2,7;4,5;...;...;4,5;...;...;...;...;...;...;...;2,7;...;1,0;...;2,0;...;...;...;...;3,0;...;...;...;...;3,3
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";...;...;...;...;5,6;12,3;...;6,0;1,1;...;...;...;6,0;3,0;...;7,0;3,0;2,5;...;1,7;5,0;...;...;2,0;...;...;...;...;...;4,3
"220970 SAO FRANCISCO DO PIAUI";...;...;...;...;10,2;...;21,0;6,0;1,3;2,0;...;...;2,0;...;...;2,3;3,1;2,6;...;6,0;...;...;...;7,0;...;...;...;...;...;6,0
"220975 SAO GONCALO DO GURGUEIA";...;...;...;...;3,7;...;3,0;...;0,7;...;...;...;...;...;...;1,6;3,3;2,0;...;2,0;7,0;...;...;4,3;...;...;...;...;...;2,7
"220980 SAO GONCALO DO PIAUI";...;...;...;1,0;11,1;14,0;...;...;2,5;...;...;...;4,5;...;8,0;1,0;3,3;...;...;4,2;...;...;...;9,0;...;...;...;...;...;6,7
"220985 SAO JOAO DA CANABRAVA";...;...;...;...;6,7;...;...;5,0;1,0;...;...;...;...;...;2,0;1,0;8,3;...;...;4,0;...;...;...;...;...;...;...;...;...;6,0
"220987 SAO JOAO DA FRONTEIRA";...;...;...;...;5,3;2,0;9,0;...;1,5;...;...;...;...;...;16,0;8,3;1,8;4,5;...;2,0;...;...;...;5,5;...;...;...;...;...;3,8
"220990 SAO JOAO DA SERRA";...;...;...;1,0;6,2;2,3;2,3;4,0;1,8;...;...;11,0;...;1,0;...;2,0;5,0;-;...;2,2;...;...;...;5,5;1,0;...;...;...;...;4,3
"220995 SAO JOAO DA VARJOTA";...;...;...;1,5;8,3;4,0;...;9,0;2,0;...;...;...;2,0;...;...;7,7;...;1,0;...;2,2;...;...;...;12,0;8,0;...;...;...;...;6,6
"220997 SAO JOAO DO ARRAIAL";...;...;...;4,5;5,5;4,0;16,0;2,8;1,2;...;...;...;6,0;...;2,0;3,5;2,9;...;...;2,8;...;...;...;1,0;...;...;...;...;...;3,9
"221000 SAO JOAO DO PIAUI";...;...;...;3,0;5,5;7,2;3,8;3,7;1,2;...;...;7,5;1,0;5,0;4,0;6,7;3,8;2,0;...;2,3;4,0;...;...;4,2;1,0;...;...;...;...;4,2
"221005 SAO JOSE DO DIVINO";...;...;...;...;6,0;...;2,0;...;1,0;...;...;...;...;...;2,0;6,7;2,5;...;...;2,1;...;...;...;...;...;...;...;...;...;3,9
"221010 SAO JOSE DO PEIXE";...;...;...;1,0;9,6;...;...;6,3;2,0;...;...;...;...;...;...;7,6;2,7;...;...;2,0;...;...;...;23,0;...;...;...;...;...;6,4
"221020 SAO JOSE DO PIAUI";...;...;...;...;3,7;3,5;4,5;4,0;1,3;...;...;...;2,0;...;...;2,2;5,5;2,0;...;2,0;...;...;...;...;...;...;...;...;...;3,0
"221030 SAO JULIAO";...;...;...;...;7,5;4,0;...;2,0;...;...;...;...;...;...;7,0;6,5;4,0;1,0;...;2,5;...;...;...;1,0;2,0;...;...;...;...;6,2
"221035 SAO LOURENCO DO PIAUI";...;...;...;...;4,0;...;...;...;2,0;...;...;...;...;...;...;2,7;3,3;2,0;...;2,7;...;...;...;...;...;...;...;...;...;3,7
"221037 SAO LUIS DO PIAUI";...;...;...;...;4,4;...;8,0;...;1,3;...;...;...;...;...;...;2,4;...;...;...;2,0;...;...;...;...;...;...;...;...;...;3,3
"221038 SAO MIGUEL DA BAIXA GRANDE";...;...;...;...;...;...;...;...;1,8;...;...;...;...;...;...;...;...;...;...;...;...;...;...;3,0;...;...;...;...;...;2,0
"221039 SAO MIGUEL DO FIDALGO";...;...;...;2,0;11,0;...;...;...;1,0;...;...;...;...;...;...;...;2,8;...;...;2,0;...;...;...;4,5;...;...;...;...;...;4,9
"221040 SAO MIGUEL DO TAPUIO";...;...;...;0,5;7,9;13,0;...;3,7;1,4;6,0;...;...;...;...;...;9,0;2,6;3,0;7,0;2,9;17,0;7,6;...;5,9;4,0;...;...;9,0;...;5,1
"221050 SAO PEDRO DO PIAUI";...;...;...;1,1;7,2;9,5;1,5;2,5;3,3;...;...;6,0;8,0;...;11,5;2,3;2,8;3,7;...;3,8;...;1,0;...;8,1;1,0;...;...;...;...;4,9
"221060 SAO RAIMUNDO NONATO";...;...;...;1,0;3,2;8,1;3,4;5,5;1,5;11,0;7,0;3,0;4,0;...;4,0;8,6;4,2;3,1;...;2,1;12,0;2,3;...;8,1;1,3;...;...;...;4,0;3,4
"221062 SEBASTIAO BARROS";...;...;...;...;4,3;...;...;...;1,3;...;...;...;...;...;2,0;...;3,3;...;...;3,5;...;...;...;...;...;...;...;...;...;2,8
"221063 SEBASTIAO LEAL";...;...;...;...;5,9;...;...;...;1,3;...;...;...;...;...;...;9,0;6,0;2,0;...;2,2;...;...;...;5,0;...;...;...;...;...;4,7
"221065 SIGEFREDO PACHECO";...;...;...;1,0;4,5;...;1,5;3,8;1,5;...;...;...;4,0;...;5,0;1,0;3,7;...;...;2,7;...;4,7;...;8,0;1,5;...;...;...;...;3,7
"221070 SIMOES";...;...;...;1,0;3,5;8,0;3,0;2,0;1,6;...;...;8,8;...;...;-;7,3;5,1;5,0;...;3,5;...;...;...;10,8;1,0;...;...;...;...;3,6
"221080 SIMPLICIO MENDES";...;...;...;...;12,5;...;5,0;3,7;1,3;...;...;...;...;1,0;2,0;2,3;6,5;4,5;...;2,1;4,0;...;...;11,0;...;...;0,3;...;...;6,3
"221090 SOCORRO DO PIAUI";...;...;...;...;6,1;...;2,0;6,3;1,8;...;...;...;...;...;2,0;1,8;5,0;17,5;...;2,1;...;...;...;10,6;...;...;...;...;...;5,3
"221093 SUSSUAPARA";...;...;...;...;2,9;2,0;...;14,0;1,0;...;...;23,0;...;...;10,0;3,7;1,0;...;...;2,6;...;...;...;2,3;1,0;...;...;...;...;3,2
"221095 TAMBORIL DO PIAUI";...;...;...;-;3,0;...;2,0;2,0;1,3;...;...;...;...;...;...;2,0;6,0;...;...;3,6;...;...;...;5,3;...;...;...;...;...;3,1
"221097 TANQUE DO PIAUI";...;...;...;...;4,6;...;9,0;...;1,0;...;...;...;...;...;5,0;...;6,0;...;...;2,0;...;...;...;5,3;...;...;...;...;...;4,1
"221100 TERESINA";3,8;0,5;...;1,0;7,9;7,7;6,5;4,8;2,0;5,2;...;8,2;4,2;1,2;5,5;4,9;3,5;4,1;6,1;3,0;6,9;5,4;...;5,1;5,3;2,0;0,6;18,7;8,7;5,9
"221110 UNIAO";1,0;...;...;1,1;6,6;19,3;6,7;3,6;1,7;5,0;...;3,0;...;...;4,7;3,6;3,9;4,6;...;3,0;...;8,3;...;5,6;1,0;...;0,5;...;...;4,7
"221120 URUCUI";...;...;...;1,5;5,8;6,5;2,8;3,0;1,2;8,0;...;12,0;...;...;...;6,4;3,3;2,1;...;2,8;9,0;26,0;...;5,3;1,5;...;...;...;...;4,7
"221130 VALENCA DO PIAUI";...;...;...;-;6,0;16,0;2,8;2,2;1,8;2,5;...;12,0;5,5;2,0;4,7;1,8;5,4;2,2;...;2,3;9,5;5,0;...;3,3;1,0;...;...;...;...;4,5
"221135 VARZEA BRANCA";...;...;...;-;3,8;11,3;...;...;1,4;...;...;...;...;...;...;3,0;3,0;1,5;...;2,5;...;...;...;9,0;...;...;...;...;...;3,7
"221140 VARZEA GRANDE";...;...;...;...;9,8;...;...;5,5;3,0;...;...;...;...;...;...;2,3;7,3;...;...;2,1;...;...;...;4,0;1,0;...;...;...;...;5,5
"221150 VERA MENDES";...;...;...;...;5,3;...;...;5,0;1,5;...;...;...;...;...;...;1,5;2,0;...;...;2,3;...;...;...;7,0;...;...;...;...;...;3,4
"221160 VILA NOVA DO PIAUI";...;...;...;1,0;6,3;...;...;...;1,0;...;...;23,0;...;...;...;1,5;...;...;...;2,0;...;...;...;6,0;...;...;...;...;...;5,0
"221170 WALL FERRAZ";...;...;...;1,0;3,7;...;...;...;1,2;...;...;...;...;...;...;5,5;7,0;...;...;2,0;...;...;...;...;...;...;...;...;...;3,7
"230010 ABAIARA";...;...;...;1,0;6,6;47,0;11,0;...;1,5;4,0;...;...;...;...;2,0;1,8;1,3;4,3;...;2,0;...;1,0;...;6,0;...;...;...;...;...;5,2
"230015 ACARAPE";...;...;...;-;10,5;...;2,7;6,6;1,7;0,5;...;1,0;3,0;...;3,0;1,9;1,4;1,5;...;1,8;9,0;...;...;2,5;2,0;...;-;...;...;4,5
"230020 ACARAU";...;...;...;0,6;7,2;...;2,7;5,2;1,7;3,0;...;4,0;9,4;...;3,9;6,2;5,5;2,1;...;2,7;5,0;2,8;...;5,8;3,0;...;...;...;...;4,8
"230030 ACOPIARA";-;...;...;...;6,0;8,2;3,2;3,0;1,1;-;...;8,5;4,8;1,0;7,8;1,9;3,6;1,7;1,0;1,3;7,5;2,0;...;4,3;2,7;...;...;...;...;3,1
"230040 AIUABA";...;...;...;0,2;5,1;4,0;2,3;5,0;1,4;...;1,0;...;0,5;...;...;2,0;3,8;2,4;...;2,4;...;...;...;8,4;1,0;...;...;...;...;3,8
"230050 ALCANTARAS";...;...;...;1,0;6,0;...;8,0;4,0;2,7;3,5;...;3,0;20,0;...;3,0;6,0;5,3;2,0;...;3,5;...;...;...;3,5;8,0;...;...;...;...;4,7
"230060 ALTANEIRA";...;...;...;...;6,9;6,0;...;5,0;1,8;...;...;9,0;...;...;4,0;4,0;4,0;1,0;...;2,2;...;...;...;5,3;2,0;...;...;...;12,0;5,4
"230070 ALTO SANTO";...;...;...;0,1;7,7;...;9,5;7,0;1,6;...;...;...;...;-;...;5,0;2,5;2,3;...;3,2;...;1,0;...;5,8;2,0;...;...;...;...;5,3
"230075 AMONTADA";...;...;...;0,9;8,1;23,0;3,3;10,4;2,9;4,9;...;4,5;3,3;...;2,0;3,8;3,9;1,6;...;2,9;5,8;3,5;...;10,1;1,5;...;-;...;...;5,0
"230080 ANTONINA DO NORTE";...;...;...;...;5,7;3,5;8,0;4,0;1,6;...;...;2,0;1,0;...;5,7;2,9;2,3;2,8;...;2,1;4,0;...;...;4,0;4,5;...;...;...;...;3,6
"230090 APUIARES";...;...;...;1,0;8,1;...;...;5,3;1,3;...;6,0;14,0;1,0;...;...;2,0;3,9;...;...;2,7;...;8,0;...;2,7;3,5;...;...;...;7,0;5,8
"230100 AQUIRAZ";...;...;1,0;6,1;10,8;8,2;14,8;4,9;1,6;4,0;...;16,3;1,3;-;3,9;3,1;5,3;2,5;1,0;2,5;24,0;7,6;...;7,9;2,3;...;...;...;6,0;6,0
"230110 ARACATI";...;...;...;18,0;7,2;2,3;5,0;8,1;1,5;12,7;1,5;8,5;4,8;...;3,8;2,8;3,0;2,2;3,5;2,4;16,0;2,0;...;5,6;2,5;...;...;...;27,0;4,9
"230120 ARACOIABA";...;...;...;18,2;8,8;...;8,4;3,5;1,1;...;...;...;3,0;...;6,5;2,9;3,8;1,3;2,0;1,4;...;1,0;...;3,8;1,0;...;-;...;...;5,4
"230125 ARARENDA";...;...;...;1,3;9,2;...;4,3;3,0;1,5;3,0;...;...;...;...;7,0;5,0;2,7;...;...;2,6;...;3,0;...;1,5;3,0;...;...;...;...;5,1
"230130 ARARIPE";...;...;...;...;6,6;...;7,0;5,3;1,7;2,0;...;3,0;6,0;...;3,3;2,3;2,4;2,0;...;2,0;5,0;1,0;...;10,3;2,0;...;...;...;...;4,2
"230140 ARATUBA";...;...;...;0,4;6,3;-;4,6;8,2;1,3;0,1;...;43,0;3,0;...;8,3;4,3;3,6;2,0;...;2,5;...;3,0;...;5,9;...;...;...;...;...;4,5
"230150 ARNEIROZ";...;...;...;0,1;5,4;1,0;5,0;2,7;1,4;0,2;...;...;...;...;...;4,1;1,7;2,0;...;2,0;5,0;...;...;0,7;...;...;...;...;...;2,9
"230160 ASSARE";...;...;...;1,0;5,3;9,0;5,1;3,8;1,5;...;...;16,0;...;...;2,0;1,8;1,6;1,6;...;1,8;...;...;...;2,6;5,0;...;...;...;...;3,5
"230170 AURORA";...;...;...;1,0;6,0;3,2;3,3;...;1,8;...;...;4,0;...;...;7,0;2,8;4,5;2,0;...;2,3;...;1,0;...;3,0;2,0;...;...;...;...;4,4
"230180 BAIXIO";...;...;...;...;7,6;-;...;1,0;1,3;...;...;8,3;...;...;5,0;2,0;2,3;1,7;...;1,2;...;...;...;9,0;2,5;...;...;...;...;4,2
"230185 BANABUIU";...;...;...;-;6,2;13,7;10,6;24,3;2,7;...;...;10,0;0,5;...;11,3;5,0;2,4;4,2;2,0;3,4;6,0;5,0;...;5,0;2,5;...;...;...;...;5,8
"230190 BARBALHA";...;...;...;1,1;6,0;5,8;9,5;4,2;1,7;2,0;2,0;5,0;2,2;...;7,7;3,6;4,6;1,6;-;2,4;5,5;5,0;...;6,7;2,7;...;-;...;4,0;4,7
"230195 BARREIRA";...;...;1,0;15,8;12,5;3,0;6,8;3,0;1,3;...;...;...;14,0;1,0;23,3;3,3;3,3;1,4;...;2,1;12,0;9,8;...;6,0;1,8;...;-;...;...;6,9
"230200 BARRO";...;...;...;0,8;5,7;...;3,0;3,5;1,4;...;2,0;3,0;4,0;...;4,5;2,3;4,6;1,9;...;1,8;...;...;...;3,0;5,8;...;8,0;...;19,0;4,2
