 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jan-Mar/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"353230 NATIVIDADE DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353240 NAZARE PAULISTA";-;-;-;-;14;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"353250 NEVES PAULISTA";-;-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;11
"353260 NHANDEARA";-;-;-;-;14;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"353270 NIPOA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353280 NOVA ALIANCA";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"353282 NOVA CAMPINA";-;-;-;2;7;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353286 NOVA CASTILHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353290 NOVA EUROPA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353300 NOVA GRANADA";-;-;-;-;20;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;29
"353310 NOVA GUATAPORANGA";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"353320 NOVA INDEPENDENCIA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353325 NOVAIS";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353330 NOVA LUZITANIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"353340 NOVA ODESSA";-;-;-;1;35;4;2;1;-;-;-;1;-;-;-;4;2;-;-;-;-;-;1;-;-;-;51
"353350 NOVO HORIZONTE";-;-;-;-;36;8;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;47
"353360 NUPORANGA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;9
"353370 OCAUCU";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353380 OLEO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353390 OLIMPIA";-;-;-;1;34;4;4;1;-;-;-;-;1;-;-;1;2;-;-;1;-;-;3;-;-;-;52
"353400 ONDA VERDE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"353410 ORIENTE";-;-;-;-;9;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"353420 ORINDIUVA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353430 ORLANDIA";-;-;-;-;30;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"353440 OSASCO";-;-;-;18;210;29;22;5;-;-;-;5;-;-;10;13;6;3;1;5;-;-;11;-;1;-;339
"353450 OSCAR BRESSANE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"353460 OSVALDO CRUZ";-;-;-;1;25;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;1;33
"353470 OURINHOS";-;-;-;-;49;16;3;1;-;-;-;2;-;-;-;1;-;-;-;4;-;-;7;-;-;1;84
"353475 OUROESTE";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7
"353480 OURO VERDE";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;13
"353490 PACAEMBU";-;-;-;1;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;11
"353500 PALESTINA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"353510 PALMARES PAULISTA";-;-;-;-;9;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"353520 PALMEIRA D'OESTE";-;-;-;1;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;17
"353530 PALMITAL";-;-;-;1;28;3;2;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;38
"353540 PANORAMA";-;-;-;-;8;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"353550 PARAGUACU PAULISTA";-;-;-;-;34;5;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;42
"353560 PARAIBUNA";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"353570 PARAISO";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353580 PARANAPANEMA";-;-;-;-;6;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;9
"353590 PARANAPUA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353600 PARAPUA";-;-;-;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353610 PARDINHO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;10
"353620 PARIQUERA-ACU";-;-;-;2;10;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;16
"353630 PATROCINIO PAULISTA";-;-;-;-;10;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;14
"353640 PAULICEIA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;7
"353650 PAULINIA";-;-;-;1;41;12;2;1;-;-;-;-;-;-;1;6;-;-;-;2;-;-;2;-;1;-;69
"353657 PAULISTANIA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353660 PAULO DE FARIA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353670 PEDERNEIRAS";-;-;-;-;30;7;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;42
"353680 PEDRA BELA";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"353690 PEDRANOPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353700 PEDREGULHO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"353710 PEDREIRA";-;-;-;-;18;9;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;32
"353715 PEDRINHAS PAULISTA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353720 PEDRO DE TOLEDO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;9
"353730 PENAPOLIS";-;-;-;2;39;1;5;-;-;-;-;-;-;-;1;3;2;-;-;1;-;-;1;-;-;-;55
"353740 PEREIRA BARRETO";-;-;-;-;20;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;25
"353750 PEREIRAS";-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"353760 PERUIBE";-;-;-;-;33;2;1;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;3;-;-;-;43
"353770 PIACATU";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"353780 PIEDADE";-;-;-;1;36;10;2;-;-;-;-;1;1;-;1;2;1;-;-;-;-;-;1;-;-;-;56
"353790 PILAR DO SUL";-;-;-;3;12;2;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;21
"353800 PINDAMONHANGABA";-;-;-;2;95;13;11;-;-;-;-;6;-;-;5;1;1;-;1;-;-;-;6;1;-;1;143
"353810 PINDORAMA";-;-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;20
"353820 PINHALZINHO";-;-;-;-;10;1;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;15
"353830 PIQUEROBI";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353850 PIQUETE";-;-;-;-;11;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;14
"353860 PIRACAIA";-;-;-;2;18;3;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3;-;-;-;30
"353870 PIRACICABA";-;-;-;14;137;56;6;4;-;-;-;3;2;-;7;13;5;-;-;8;1;-;10;1;1;-;268
"353880 PIRAJU";-;-;-;-;38;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;43
"353890 PIRAJUI";-;-;-;-;15;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"353900 PIRANGI";-;-;-;2;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;14
"353910 PIRAPORA DO BOM JESUS";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;11
"353920 PIRAPOZINHO";-;-;-;-;11;4;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;-;-;-;1;-;21
"353930 PIRASSUNUNGA";-;-;-;1;49;7;2;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;1;-;-;63
"353940 PIRATININGA";-;-;-;2;4;3;2;-;-;-;-;-;-;-;-;2;2;-;-;-;1;-;1;-;-;-;17
"353950 PITANGUEIRAS";-;-;-;-;20;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;22
"353960 PLANALTO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"353970 PLATINA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353980 POA";-;-;-;8;47;13;5;2;-;-;-;-;-;-;4;1;-;-;-;-;-;-;8;1;-;1;90
"353990 POLONI";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354000 POMPEIA";-;-;-;-;10;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"354010 PONGAI";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"354020 PONTAL";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;18
"354025 PONTALINDA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"354030 PONTES GESTAL";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;6
"354040 POPULINA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"354050 PORANGABA";-;-;-;-;10;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;13
"354060 PORTO FELIZ";-;-;-;-;30;3;2;-;-;-;-;-;2;-;-;2;-;-;-;1;1;-;1;-;-;-;42
"354070 PORTO FERREIRA";-;-;-;1;38;6;1;-;-;-;-;-;2;-;2;2;-;-;-;1;-;-;2;-;-;-;55
"354075 POTIM";-;-;-;-;10;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;12
"354080 POTIRENDABA";-;-;-;-;12;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"354085 PRACINHA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354090 PRADOPOLIS";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;13
"354100 PRAIA GRANDE";-;-;-;-;109;32;13;-;-;-;-;-;-;-;2;9;1;3;-;3;-;-;4;-;-;2;178
"354105 PRATANIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"354110 PRESIDENTE ALVES";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"354120 PRESIDENTE BERNARDES";-;-;-;-;4;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;9
"354130 PRESIDENTE EPITACIO";-;-;-;1;44;2;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"354140 PRESIDENTE PRUDENTE";-;-;-;2;111;29;5;2;-;-;-;3;-;-;4;7;3;-;-;4;-;-;5;2;-;-;177
"354150 PRESIDENTE VENCESLAU";-;-;-;-;21;10;1;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;36
"354160 PROMISSAO";-;-;-;1;21;4;1;4;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;34
"354165 QUADRA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354170 QUATA";-;-;-;1;14;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;19
"354180 QUEIROZ";-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354190 QUELUZ";-;-;-;-;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"354200 QUINTANA";-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"354210 RAFARD";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"354220 RANCHARIA";-;-;-;-;30;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;1;-;-;36
"354230 REDENCAO DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"354240 REGENTE FEIJO";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;12
"354250 REGINOPOLIS";-;-;-;-;2;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;6
"354260 REGISTRO";-;-;-;-;39;6;3;-;-;-;-;1;-;-;1;1;2;2;-;-;-;-;-;-;-;-;55
"354270 RESTINGA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;5
"354280 RIBEIRA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354290 RIBEIRAO BONITO";-;-;-;2;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"354300 RIBEIRAO BRANCO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;10
"354310 RIBEIRAO CORRENTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354320 RIBEIRAO DO SUL";-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354323 RIBEIRAO DOS INDIOS";-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354325 RIBEIRAO GRANDE";-;-;-;1;5;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"354330 RIBEIRAO PIRES";-;-;-;-;54;7;-;1;-;-;-;1;-;-;1;2;1;2;-;-;-;-;4;-;-;-;73
"354340 RIBEIRAO PRETO";-;-;-;6;285;86;13;6;-;2;-;8;6;-;17;9;5;4;-;5;-;-;23;3;1;-;479
"354350 RIVERSUL";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354360 RIFAINA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354370 RINCAO";-;-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"354380 RINOPOLIS";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;9
"354390 RIO CLARO";-;-;-;-;51;13;1;1;-;-;-;1;-;-;1;2;1;-;-;-;-;-;7;-;1;-;79
"354400 RIO DAS PEDRAS";-;-;-;1;12;5;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;23
"354410 RIO GRANDE DA SERRA";-;-;-;-;11;2;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;-;2;-;-;-;20
"354420 RIOLANDIA";-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"354425 ROSANA";-;-;-;-;29;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;33
"354430 ROSEIRA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354450 RUBINEIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3
"354460 SABINO";-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354470 SAGRES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"354480 SALES";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354490 SALES OLIVEIRA";-;-;-;2;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354500 SALESOPOLIS";-;-;-;-;11;4;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"354510 SALMOURAO";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"354515 SALTINHO";-;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"354520 SALTO";-;-;-;4;40;9;3;-;-;-;-;-;4;-;-;2;2;-;-;2;-;-;4;-;-;-;70
"354530 SALTO DE PIRAPORA";-;-;-;-;20;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;24
"354540 SALTO GRANDE";-;-;-;-;4;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;-;-;9
"354550 SANDOVALINA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354560 SANTA ADELIA";-;-;-;-;5;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"354570 SANTA ALBERTINA";-;-;-;-;6;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"354580 SANTA BARBARA D'OESTE";-;-;-;4;48;2;7;3;-;-;-;1;-;-;-;8;2;-;-;1;-;-;1;1;-;-;78
"354600 SANTA BRANCA";1;-;-;-;7;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"354610 SANTA CLARA D'OESTE";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354620 SANTA CRUZ DA CONCEICAO";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354625 SANTA CRUZ DA ESPERANCA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;5
"354630 SANTA CRUZ DAS PALMEIRAS";-;-;-;4;15;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;23
"354640 SANTA CRUZ DO RIO PARDO";-;-;-;-;20;9;1;-;-;-;-;2;1;-;1;1;-;-;-;-;-;-;1;-;-;-;36
"354650 SANTA ERNESTINA";-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"354660 SANTA FE DO SUL";-;-;-;-;31;3;1;2;-;-;-;1;-;-;1;3;-;-;-;1;-;-;1;-;-;-;44
"354670 SANTA GERTRUDES";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;8
"354680 SANTA ISABEL";-;-;-;-;43;4;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;52
"354690 SANTA LUCIA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354700 SANTA MARIA DA SERRA";-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354710 SANTA MERCEDES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354720 SANTANA DA PONTE PENSA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354730 SANTANA DE PARNAIBA";-;-;-;5;33;13;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;5;-;-;-;61
"354740 SANTA RITA D'OESTE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354750 SANTA RITA DO PASSA QUATRO";-;-;-;1;14;4;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;24
"354760 SANTA ROSA DE VITERBO";-;-;-;1;11;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"354765 SANTA SALETE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354770 SANTO ANASTACIO";-;-;-;-;12;5;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;20
"354780 SANTO ANDRE";-;-;-;24;346;59;27;2;-;-;-;7;2;-;3;14;6;2;-;1;1;-;16;7;-;-;517
"354790 SANTO ANTONIO DA ALEGRIA";-;-;-;3;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"354800 SANTO ANTONIO DE POSSE";-;-;-;-;9;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;15
"354805 SANTO ANTONIO DO ARACANGUA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"354810 SANTO ANTONIO DO JARDIM";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354820 SANTO ANTONIO DO PINHAL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354830 SANTO EXPEDITO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354840 SANTOPOLIS DO AGUAPEI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354850 SANTOS";-;-;-;1;120;35;9;10;-;-;-;1;-;-;11;8;4;1;-;6;-;-;12;1;-;1;220
"354860 SAO BENTO DO SAPUCAI";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;7
"354870 SAO BERNARDO DO CAMPO";-;-;-;2;319;73;11;3;-;-;-;10;-;-;13;5;8;1;1;1;-;-;24;-;-;2;473
"354880 SAO CAETANO DO SUL";-;-;-;-;105;20;-;1;-;-;-;3;-;-;1;6;2;1;1;-;-;-;7;1;1;-;149
"354890 SAO CARLOS";-;-;-;7;94;20;3;2;-;-;-;1;-;-;9;8;5;-;-;4;-;-;13;1;-;1;168
"354900 SAO FRANCISCO";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354910 SAO JOAO DA BOA VISTA";-;-;-;-;64;15;6;1;-;-;-;3;-;-;1;4;2;-;-;1;-;-;1;1;-;-;99
"354920 SAO JOAO DAS DUAS PONTES";-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354925 SAO JOAO DE IRACEMA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"354930 SAO JOAO DO PAU D'ALHO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354940 SAO JOAQUIM DA BARRA";-;-;-;-;26;1;1;-;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;1;-;-;34
"354950 SAO JOSE DA BELA VISTA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354960 SAO JOSE DO BARREIRO";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"354970 SAO JOSE DO RIO PARDO";-;-;-;-;31;2;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;39
"354980 SAO JOSE DO RIO PRETO";-;-;-;11;210;92;8;3;-;-;-;-;1;-;8;14;7;1;-;7;-;-;27;8;1;1;399
"354990 SAO JOSE DOS CAMPOS";-;-;-;3;276;58;17;9;-;-;-;17;1;-;9;26;5;2;-;1;3;-;19;1;-;-;447
"354995 SAO LOURENCO DA SERRA";-;-;-;-;9;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;13
